run_id,latent_dim,beta,kl_loss,recon_loss,n_active,active_ratio,mean_dim_var,max_dim_var,min_dim_var
ld32_b4.0_s2_20260308_094921,32,4.0,0.004467289429157972,0.031264327466487885,0,0.0,0.0013424676144495606,0.00193595455493778,0.0009178321342915297
ld4_b0.1_s0_20260308_065435,4,0.1,0.0020226447377353907,0.026233181357383728,0,0.0,0.001644051168113947,0.0019103181548416615,0.0015119374729692936
ld4_b0.1_s1_20260308_065617,4,0.1,0.002321458887308836,0.02619517594575882,0,0.0,0.0018113339319825172,0.0022029918618500233,0.0014915651408955455
ld4_b0.1_s2_20260308_065755,4,0.1,0.002414729679003358,0.026415208354592323,0,0.0,0.0019817515276372433,0.002162942662835121,0.0018143325578421354
ld4_b0.5_s0_20260308_065944,4,0.5,0.0007528088171966374,0.026245083659887314,0,0.0,0.0012296668719500303,0.00141199363861233,0.0011247947113588452
ld4_b0.5_s1_20260308_070123,4,0.5,0.0007978210342116654,0.02620769292116165,0,0.0,0.0012435843236744404,0.0014744317159056664,0.0010372181423008442
ld4_b0.5_s2_20260308_070259,4,0.5,0.0009859688580036163,0.026438070461153984,0,0.0,0.0015739704249426723,0.0018260605866089463,0.00142855744343251
ld4_b1.0_s0_20260308_070442,4,1.0,0.0006744778365828097,0.02624821849167347,0,0.0,0.0011902671540156007,0.0013478128239512444,0.0010480667697265744
ld4_b1.0_s1_20260308_070614,4,1.0,0.0006864514434710145,0.026212669909000397,0,0.0,0.0011820539366453886,0.0013728856574743986,0.0009982303017750382
ld4_b1.0_s2_20260308_071548,4,1.0,0.0009044892503879964,0.026442550122737885,0,0.0,0.0015472265658900142,0.0018114227568730712,0.0014021698152646422
ld4_b2.0_s0_20260308_071726,4,2.0,0.0006477272836491466,0.026250215247273445,0,0.0,0.001175516634248197,0.0013179660309106112,0.001010943204164505
ld4_b2.0_s1_20260308_071903,4,2.0,0.0006489059887826443,0.026216285303235054,0,0.0,0.0011660315794870257,0.0013390842359513044,0.0009879961144179106
ld4_b2.0_s2_20260308_072039,4,2.0,0.000881823303643614,0.0264443252235651,0,0.0,0.0015346556901931763,0.001806379179470241,0.001385825453326106
ld4_b4.0_s0_20260308_072214,4,4.0,0.0006403258885256946,0.026251396164298058,0,0.0,0.001170061295852065,0.0013031323906034231,0.000999363954178989
ld4_b4.0_s1_20260308_072352,4,4.0,0.0006382529973052442,0.026218213140964508,0,0.0,0.001161449821665883,0.001322578638792038,0.000984925776720047
ld4_b4.0_s2_20260308_072531,4,4.0,0.0008744824444875121,0.026445187628269196,0,0.0,0.0015338632510975003,0.0018069790676236153,0.0013916868483647704
ld64_b0.1_s0_20260308_095055,64,0.1,0.009286152198910713,0.033127713948488235,0,0.0,0.0015369575703516603,0.0030138278380036354,0.0009057788993231952
ld64_b0.1_s1_20260308_095228,64,0.1,0.008614927530288696,0.03292378410696983,0,0.0,0.0015184576623141766,0.002683918923139572,0.0008086145389825106
ld64_b0.1_s2_20260308_095401,64,0.1,0.009174671955406666,0.0333394818007946,0,0.0,0.0015184110961854458,0.0024330203887075186,0.0009666287805885077
ld64_b0.5_s0_20260308_095534,64,0.5,0.008286918513476849,0.03315618634223938,0,0.0,0.0014988485490903258,0.002969823544844985,0.0008566206670366228
ld64_b0.5_s1_20260308_095709,64,0.5,0.00779859209433198,0.03294994309544563,0,0.0,0.0014762516366317868,0.0027053433004766703,0.000778901157900691
ld64_b0.5_s2_20260308_095842,64,0.5,0.00831924844533205,0.033365290611982346,0,0.0,0.001479645725339651,0.002384127350524068,0.0009116199216805398
ld64_b1.0_s0_20260308_100018,64,1.0,0.008249254897236824,0.03315991535782814,0,0.0,0.0014978268882259727,0.0029725872445851564,0.0008551632054150105
ld64_b1.0_s1_20260308_100151,64,1.0,0.007773089222609997,0.03295358642935753,0,0.0,0.001474154880270362,0.0027157259173691273,0.0007765844347886741
ld64_b1.0_s2_20260308_100326,64,1.0,0.008285402320325375,0.0333687849342823,0,0.0,0.0014775436138734221,0.0023745072539895773,0.0009090306703001261
ld64_b2.0_s0_20260308_100501,64,2.0,0.008235489949584007,0.03316164389252663,0,0.0,0.0014963496942073107,0.0029620290733873844,0.0008529900223948061
ld64_b2.0_s1_20260308_100636,64,2.0,0.0077668349258601665,0.03295543044805527,0,0.0,0.0014735735021531582,0.0027134947013109922,0.0007785271154716611
ld64_b2.0_s2_20260308_100812,64,2.0,0.008274705149233341,0.03337029740214348,0,0.0,0.0014765894738957286,0.00237305392511189,0.0009077704162336886
ld64_b4.0_s0_20260308_100946,64,4.0,0.008228851482272148,0.03316257894039154,0,0.0,0.0014959966065362096,0.0029645354952663183,0.0008523244177922606
ld64_b4.0_s1_20260308_101121,64,4.0,0.007765594869852066,0.03295624256134033,0,0.0,0.0014737662859261036,0.002712078159675002,0.0007796066929586232
ld64_b4.0_s2_20260308_101257,64,4.0,0.008270193822681904,0.03337112069129944,0,0.0,0.0014759150799363852,0.0023699402809143066,0.0009062533499673009
ld8_b0.1_s0_20260308_083843,8,0.1,0.0028154440224170685,0.028426872566342354,0,0.0,0.0015067480271682143,0.0017796106403693557,0.001351956627331674
ld8_b0.1_s1_20260308_084017,8,0.1,0.0028534377925097942,0.02819807454943657,0,0.0,0.0016690634656697512,0.0019276331877335906,0.0014932771446183324
ld8_b0.1_s2_20260308_084148,8,0.1,0.0028504845686256886,0.02819254621863365,0,0.0,0.0016626204596832395,0.0021554722916334867,0.0014217898715287447
ld8_b0.5_s0_20260308_084320,8,0.5,0.0013226758455857635,0.028482506051659584,0,0.0,0.0012096669524908066,0.001568339066579938,0.0010425748769193888
ld8_b0.5_s1_20260308_084452,8,0.5,0.0014140437124297023,0.028241831809282303,0,0.0,0.0013759961584582925,0.001550119137391448,0.0012175432639196515
ld8_b0.5_s2_20260308_084625,8,0.5,0.0014982398133724928,0.028235964477062225,0,0.0,0.0013379883021116257,0.0016926261596381664,0.001065399614162743
ld8_b1.0_s0_20260308_084759,8,1.0,0.0012390362098813057,0.028492050245404243,0,0.0,0.0011887698201462626,0.0015582049963995814,0.0010264734737575054
ld8_b1.0_s1_20260308_084931,8,1.0,0.0013238480314612389,0.028249591588974,0,0.0,0.0013490028213709593,0.0015423746081069112,0.0011927540181204677
ld8_b1.0_s2_20260308_085103,8,1.0,0.0014216663548722863,0.028243092820048332,0,0.0,0.00131415412761271,0.001641946379095316,0.0010323288151994348
ld8_b2.0_s0_20260308_085235,8,2.0,0.0012176857562735677,0.028496747836470604,0,0.0,0.0011840845691040158,0.0015593315474689007,0.0010227112798020244
ld8_b2.0_s1_20260308_085423,8,2.0,0.001302669057622552,0.028253866359591484,0,0.0,0.001339982612989843,0.0015412605134770274,0.0011852664174512029
ld8_b2.0_s2_20260308_085603,8,2.0,0.0013966357801109552,0.028246933594346046,0,0.0,0.001306988880969584,0.0016217778902500868,0.001030120300129056
ld8_b4.0_s0_20260308_085736,8,4.0,0.0012138118036091328,0.028499219566583633,0,0.0,0.0011836293851956725,0.0015598713653162122,0.0010250378400087357
ld8_b4.0_s1_20260308_085913,8,4.0,0.0012962223263457417,0.028255963698029518,0,0.0,0.001338085625320673,0.0015383686404675245,0.0011886616703122854
ld8_b4.0_s2_20260308_090055,8,4.0,0.001389391371048987,0.028248948976397514,0,0.0,0.0013064272934570909,0.0016125127440318465,0.0010372239630669355
